Serial Number:20467371 --

"Date Time, GMT -0600","Temp, (*F)","Intensity, ( lum/ft2)","Host Connect","Button Down","Button Up","EOF"
2019-10-13 10:51:34,64.58,876, , , , 
2019-10-13 11:51:34,63.04,363, , , , 
2019-10-13 12:51:34,67.05,717, , , , 
2019-10-13 13:51:34,70.06,271, , , , 
2019-10-13 14:51:34,75.16,381, , , , 
2019-10-13 15:51:34,86.36,"1,312", , , , 
2019-10-13 16:51:34,75.86,289, , , , 
2019-10-13 17:51:34,66.67,99, , , , 
2019-10-13 18:51:34,48.06,0, , , , 
2019-10-13 19:51:34,42.96,0, , , , 
2019-10-13 20:51:34,38.56,0, , , , 
2019-10-13 21:51:34,35.32,0, , , , 
2019-10-13 22:51:34,33.00,0, , , , 
2019-10-13 23:51:34,30.99,0, , , , 
2019-10-14 00:51:34,33.69,0, , , , 
2019-10-14 01:51:34,37.79,0, , , , 
2019-10-14 02:51:34,36.63,0, , , , 
2019-10-14 03:51:34,44.58,0, , , , 
2019-10-14 04:51:34,38.25,0, , , , 
2019-10-14 05:51:34,34.47,0, , , , 
2019-10-14 06:51:34,35.86,1, , , , 
2019-10-14 07:51:34,38.79,270, , , , 
2019-10-14 08:51:34,80.88,"3,793", , , , 
2019-10-14 09:51:34,93.69,"5,539", , , , 
2019-10-14 10:51:34,72.69,"1,006", , , , 
2019-10-14 11:51:34,72.69,"1,463", , , , 
2019-10-14 12:51:34,75.93,510, , , , 
2019-10-14 13:51:34,75.86,314, , , , 
